项目编号,项目名称,首席申请机构,批准资金
ITS/112/12,"利用磁阻传感器进行地下电缆运行状态监测和通电状态识别","香港大学",HK$ 874,000
ITS/141/12,"具有高透明度和导电率石墨烯/碳纳米管复合薄膜的制备","香港科技大学",HK$ 984,230
ITS/290/12,"混合钒流电池作伸缩弹性储电","香港大学",HK$ 998,770
ITS/351/12,"通过简便电化学技术製备性能卓越的超级电容器电极","香港城市大学",HK$ 995,900
ITS/353/12,"以食物废料为营养源培养微藻：一种生物炼制的新概念","香港城市大学",HK$ 897,575
ITS/354/12,"可印刷的叠层高分子太阳能电池的界面材料的研发","香港科技大学",HK$ 999,350
ITS/032/13,"為中型水管数据监测系统提供电力的新颖内联水力发电和能量存储系统的研发","香港理工大学",HK$ 998,200
ITS/052/13FP,"CIGS太阳能组件的全激光刻蚀工艺","香港中文大学",HK$ 3,191,388
ITS/117/13,"利用表面有三维纳米结构的低成本基板材料卷对卷製成柔性薄膜硅太阳能电池","香港科技大学",HK$ 998,231
ITS/161/13FX,"应用於智能城市的云端化能源管理、环境及个人安全监控平台","香港理工大学",HK$ 3,390,339
ITS/168/13,"用於下一代电动汽车的超级电容车身集成技术","香港理工大学",HK$ 999,350
ITS/196/13,"系统性利用等离子体激元增强太阳能薄膜电池","香港中文大学",HK$ 1,383,330
ITS/275/13,"一种用於电动汽车的新型双馈磁场调製的电动机","香港理工大学",HK$ 1,400,000
ITS/304/13,"一种用於个性化通风节能的新型热舒适度传感技术","香港科技大学",HK$ 1,327,100
ITS/324/13FP,"研发一款智能高效节电的室内PM2.5监测及净化系统","香港城市大学",HK$ 1,684,750
ITS/329/13,"採用碳电极的高性能长循环寿命铅酸电池","香港科技大学",HK$ 1,393,800
ITS/363/13,"新颖的交联聚合物作為高电容量锡基鋰电池负极之粘合剂","香港城市大学",HK$ 1,399,320
ITS/378/13,"鋰离子电池利用二氧化鈦-B纳米复合负极材料达到高容量放电的研究","香港大学",HK$ 1,399,550
ITS/004/14,"胶体溶液法製备有机金属卤化物钙鈦矿太阳能电池","香港科技大学",HK$ 1,399,550
ITS/026/14FP,"电梯节能的全面解决方案的开发","香港理工大学",HK$ 2,339,905
ITS/029/14,"用於长寿命4伏动力电池的LVP/C先进復合正极材料","香港理工大学",HK$ 1,366,200
ITS/036/14,"车辆高频交流输电系统","香港理工大学",HK$ 1,400,000
ITS/037/14,"採用耦合共振技术的全新轮轂电动机","香港理工大学",HK$ 1,398,400
ITS/043/14,"一种新型具有磁齿轮功能的双转子无刷发电机","香港理工大学",HK$ 1,400,000
ITS/056/14,"基於溶液法製备的具有二氧化鈦纳米纤维/纳米碳管构架的高效钙鈦矿太阳能电池","香港理工大学",HK$ 1,399,965
ITS/063/14FX,"智能与可持续发展校园","香港城市大学",HK$ 1,965,200
ITS/160/14FP,"研发可用於下一代智能银行卡的绿色柔性超薄超级电容器","香港中文大学",HK$ 1,450,288
ITS/186/14FX,"自适应无线电源和数据自动测报视神经刺激系统","香港科技大学",HK$ 582,200
ITS/248/14FP,"用於自主无线传感器网络的热能收集与电存储集成系统","香港科技大学 (Consortium)",HK$ 11,699,417
ITS/277/14,"智能实时电池容量和健康诊断系统","香港城市大学",HK$ 1,348,975
ITS/300/14,"屋宇中央冷气系统的优化控制技术","香港城市大学",HK$ 1,333,310
ITS/318/14,"具有超高循环及环境稳定性的鋰硫电池纳米碳/硫复合电极的製备","香港科技大学",HK$ 1,286,850
ITS/323/14,"燃料电池电催化剂","香港科技大学",HK$ 1,397,250
ITS/324/14,"用於强化换热器冷凝之新型混合纳米结构表面","香港科技大学",HK$ 1,361,600
ITS/362/14FP,"用於高效光伏板的有自我清洁功能的纳米减反射薄膜的卷对卷制成工艺和设备的开发","香港科技大学",HK$ 4,478,689
ITS/380/14,"纤维构筑可穿戴超级电容器的研究","香港理工大学",HK$ 1,385,060
ITS/050/15,"先进贋电容能源存储器件与科技於未来电动车之应用","香港理工大学",HK$ 1,400,000
ITS/083/15,"研发低成本并对环境友好且不含富勒烯的有机太阳能电池材料及工艺","香港科技大学",HK$ 1,382,300
ITS/180/15,"纯固态鋰离子双层超级电容器的开发","香港科技大学",HK$ 1,390,350
ITS/188/15FP,"智慧城镇的废水能源转化技术","香港理工大学",HK$ 8,900,553
ITS/265/15FX,"智能户内植物种植系统","香港理工大学",HK$ 2,239,050
ITS/308/15,"光伏农场的遥控在线状态监测与故障诊断系统","香港城市大学",HK$ 1,301,800
ITS/371/15,"高性能及高安全性的固态鋰电池开发","香港科技大学",HK$ 1,384,600
ITS/394/15,"新结合有机朗肯循环用於回收空调系统的低质量餘热作发电之用","香港城市大学",HK$ 1,388,740
ITS/013/16,"应用於建筑物的被动式太阳光辐射製冷器","香港科技大学",HK$ 1,358,150
ITS/020/16FP,"用於自主无线传感器网络的热能收集与电存储集成系统-第二期","香港科技大学 (Consortium)",HK$ 11,699,418
ITS/050/16FP,"在线谐波滤波器和网络监控系统","香港城市大学",HK$ 1,328,629
ITS/141/16,"基於三维织物的纳米发电机","香港城市大学",HK$ 1,385,750
ITS/161/16FP,"高性能鋰离子电池正极材料的研发","香港科技大学",HK$ 1,945,800
ITS/162/16FP,"大功率电子器件超薄柔性均热版关键技术的研发","香港科技大学",HK$ 2,191,900
ITS/171/16FX,"高能效空调和洁净室内空气的先进热纳米技术(TNT)集成系统: 第一部分 - 能源效益","香港城市大学",HK$ 10,817,020
ITS/186/16,"开发低成本在空气中稳定及配体能自动分离的电子墨水 -迈向低成本长寿高效率钙鈦矿太阳能电池","香港城市大学",HK$ 1,281,905
ITS/219/16,"可印刷的碳基钙鈦矿太阳能电池","香港科技大学",HK$ 1,391,500
ITS/261/16FX,"用於交直流转换系统的功率半导体滤波器整合控制芯片","香港城市大学",HK$ 2,391,084
ITS/305/16,"一种建基於负载和谐波之差异的新型孤岛检测技术","香港理工大学",HK$ 1,399,550
ITS/410/16FP,"用於低碳节能建筑的集成CMOS MEMS传感器及智能制动器的智能自适应控制/监控系统开发","香港科技大学 (Consortium)",HK$ 8,999,999
ITS/001/17,"具有高性能和成本效益的钠离子电池负极材料的开发以及其在大规模储能中的应用","香港科技大学",HK$ 1,389,200
ITS/029/17,"高性能低成本钠离子电池的研製","香港理工大学",HK$ 1,396,100
ITS/177/17FP,"高效低成本可再生能源规模化存储的千瓦级钒液流电池研发","香港科技大学",HK$ 2,895,125
ITS/216/17FP,"无人化模具製造中自动化工件抓夹定位系统研究","香港科技大学",HK$ 1,987,660
ITS/249/17FP,"高效铜銦鎵硒太阳能电池中环境友好缓衝层的配方及製备方法","香港中文大学",HK$ 3,599,960
ITS/262/17FX,"关於零液体排放和回收有价值资源的新型膜蒸馏结晶工艺的研发","香港城市大学",HK$ 793,900
ITS/298/17FX,"智能地质监测系统结构","香港城市大学",HK$ 2,280,751
ITS/394/17,"高速光学精準表面轮廓仪的开发及其在纳米薄膜结构检测之应用","香港中文大学",HK$ 1,391,500
ITS/412/17FP,"GaN高速功率开关器件的可靠性评估及测试平臺","香港科技大学",HK$ 1,974,550
ITS/026/18,"开发用於可穿戴电子设备的高性能的柔性锌-空气复合电池","香港理工大学",HK$ 1,393,800
ITS/051/18,"可拉伸柔性超级电容的开发","香港科技大学",HK$ 1,292,600
ITS/063/18,"高能量液流电池的开发及对电动车快速换电的应用","香港中文大学",HK$ 1,394,950
ITS/073/18FP,"全电动喷射推进系统新技术及其防水充电研发","香港理工大学",HK$ 2,412,000
ITS/085/18,"用於振动能量收集的高性能摩擦纳米发电机","香港中文大学",HK$ 1,382,495.5
ITS/200/18,"富氮空位氮化镍基一体式三维电极的研製及其电解水的应用","香港城市大学",HK$ 1,350,100
ITS/240/18FP,"用於供水管网的内联式双向微型水轮机技术的研发","香港理工大学",HK$ 2,389,700
ITS/292/18FP,"用於救援和提高公共安全的不易燃固态可充电鋰离子电池","香港科技大学",HK$ 1,859,550
ITS/388/18,"智能充电分流器","香港城市大学",HK$ 1,367,416.7
ITS/429/18,"用於除湿系统的新型超亲水纳米结构复合材料表面的研究与开发","香港城市大学",HK$ 1,399,550
ITS/471/18,"研发在室内环境高效工作的非富勒烯有机太阳能电池及其在物联网的应用","香港科技大学",HK$ 1,399,550
ITS/497/18FP,"高效率钙鈦矿/聚合物集成太阳能电池的研发","香港城市大学",HK$ 1,462,800
ITS/504/18FX,"研发一套新型模组化系统作的厨餘就地回用","香港生產力促进局",HK$ 2,121,175
ITS/017/19,"纳米多孔锌阳极和高能量密度二次锌空气电池","香港科技大学",HK$ 1,231,190
ITS/086/19,"可穿戴发电布技术的开发","香港理工大学",HK$ 1,391,500
ITS/194/19FP,"面向智能城市及微电网应用的安全，可规模化及低成本的储能系统","香港中文大学",HK$ 3,599,999.99
ITS/001/20FP,"用於鋰离子电池的富镍三元层状正极材料的研发","香港科技大学",HK$ 1,765,250
ITS/087/20,"动力电池热管理关键技术的研发","香港科技大学",HK$ 1,382,300
ITS/107/20,"一款用於个人热量管理的新型智能纺织品的研究和开发","香港城市大学",HK$ 1,399,550
ITS/207/20FP,"交织频分多址 (IFDMA) 基础技术","香港中文大学",-
ITS/041/21,"用於建筑中具有发电能力的新型钙鈦矿热致变色智能窗户的研究与开发","香港城市大学",HK$ 1,389,200
ITS/077/21,"氨作為有效的零排放氢载体：新材料开发和氨分解装置设计用於燃料电池","香港理工大学",HK$ 1,396,330
ITS/257/21,"镍基层状双氢氧化物/垂直石墨烯阵列三维电极的研製及其甲醇高值转化耦合低能耗电解水製氢的应用","香港城市大学",HK$ 1,373,100
ITS/354/21,"巨热释电效应能量转化：废热发电核心技术研发","香港科技大学",HK$ 1,194,620
ITS/005/22MS,"绿色氨气的规模化合成生產技术：过渡金属磷化物-石墨烯气凝胶复合电极对离子液体中氮气转换為氨气过程的高效电催化","香港理工大学",HK$ 3,826,050
ITS/011/22MS,"智能冷藏车发展计划- 电力、太阳能和智能物流和存储方法","香港理工大学",HK$ 4,933,500
ITS/031/22MX,"用於增强水分冷凝和去除的工程纳米结构表面","香港科技大学",HK$ 6,230,134.2
ITS/034/22MS,"开发由人工智慧驱动的日前风功率全序列预测软件系统","香港城市大学",HK$ 3,137,200
ITS/035/22,"超高流量催化空气消毒净化器","香港科技大学",HK$ 1,394,950
ITS/041/22MS,"结合先进建筑材料和自动建造技术实现节能化模块化建筑","香港大学",HK$ 4,915,100
ITS/043/22MX,"红棚温室：被动式光质量调控提高温室作物的產量与能效","香港大学",HK$ 4,499,927
ITS/044/22MS,"集成储能与组网技术的电网友好型大功率充电网络 – 未来高效坚固而有韧性的电网推动者","香港理工大学",HK$ 4,115,776.8
ITS/056/22MX,"百测：智能建筑中的人工智能评估平臺","香港理工大学",HK$ 4,025,000
ITS/064/22,"开发具有高度紫外响应性增强的钙鈦矿量子点-硅混合光电二极管","香港理工大学",HK$ 932,880
ITS/065/22MX,"利用生物质废弃物製氢的集成催化技术的开发","香港浸会大学",HK$ 6,201,990
ITS/068/22,"基于一体化超薄固体电解质/正极的安全高性能鋰电池研发","香港理工大学",HK$ 1,396,100
ITS/122/22,"开发用於吸附除湿的热回应乾燥剂涂层仿生热交换器","香港城市大学",HK$ 1,396,100
ITS/128/22FP,"基於日间被动式辐射製冷技术的崭新下一代自行冷却建筑材料的研究与开发","香港城市大学",HK$ 3,990,500
ITS/147/22FP,"开发高效稳定的轻质柔性钙鈦矿太阳能电池和模组","香港城市大学",HK$ 1,991,225
ITS/159/22,"用於高效太阳能光伏系统的自清洁涂层和相变热管理系统研发","香港科技大学",HK$ 1,390,120
ITS/271/22,"便携式氮水循环器用於转化城市有毒废物為肥料","香港大学",HK$ 1,152,351.75
ITS/322/22,"基於共价有机框架的高性能全有机可充电钠离子电池","香港城市大学",HK$ 1,399,952.5
ITS/059/23MS,"一种应用於大规模低成本制氢的超纳图灵催化剂","香港城市大学",HK$ 4,079,050
ITS/068/23,"亚环境辐射冷却涂层中碳点型光致发光乳胶的开发","香港理工大学",HK$ 1,399,550
ITS/130/23FP,"使用废电池回收电极开发高性能且可持续的水电解池用於製氢","香港城市大学",HK$ 1,792,858
ITS/135/23,"动态储热材料及绝热在节能建筑墙体中的应用","香港科技大学",HK$ 932,420
ITS/184/23,"高性能二氧化锡量子点电子传输材料关键技术研究实现低开压损失的高效钙鈦矿光伏","香港理工大学",HK$ 1,286,160
ITS/188/23,"研发基於深度学习的高精度及高时空分辨率的紫外线指数预测算法","香港理工大学",HK$ 1,359,845.1
ITS/221/23,"大面积製备热致变色智能窗","香港中文大学",HK$ 1,399,550
ITS/259/23FP,"以鋰金属电极為应用前景的贯穿厚度 {110} 织构超薄鋰箔的製备","香港中文大学",HK$ 4,050,000
ITS/322/23FP,"用於下一代电动车的先进準固态无负极钠金属电池的开发","香港理工大学",HK$ 1,867,600
ITS/014/24,"多种正极材料回收：将混合废鋰离子电池正极转化為海水分离催化剂","香港理工大学",HK$ 1,380,460
ITS/084/24,"开发应用於电动交通的400 Wh/kg级固态鋰硫电池","香港理工大学",HK$ 1,227,050
ITS/124/24,"準单晶钙鈦矿光伏组件","香港理工大学",HK$ 969,795
ITS/164/24,"透过负功率电抗的电力转换解决方案","香港城市大学",HK$ 1,368,500
ITS/263/24FP,"基於图检索增强生成的智能运维辅助","香港理工大学",HK$ 750,900
ITS/415/24FP,"智能电力枢纽(SEEH)：融合电网与交通出行的可持续能源交换系统","香港城市大学",HK$ 1,378,850
MHP/049/19,"面向工业锅炉大气污染物排放监测的智能传感系统","香港中文大学",HK$ 2,132,100
MHP/104/21,"大面积高效稳定钙鈦矿电致发光材料与器件","香港城市大学",HK$ 2,237,900
MHP/080/22,"高安全鋰离子电池用防析鋰石墨负极的制备与应用","香港理工大学",HK$ 2,372,680
MHP/162/22,"基於热激发相变调控的辐射制冷节能智能窗设计与实现","香港城市大学",HK$ 2,157,400
MHP/054/23,"柔性超高单位功率密度叠层光伏的创新技术与关键材料","香港城市大学",HK$ 1,764,100
MHP/079/23,"高性能低成本反式钙鈦矿太阳电池关键空穴传输材料研发与器件製备","香港城市大学",HK$ 1,753,750
MHP/233/23,"序构化光电纳米晶材料设计及应用研究","香港理工大学",HK$ 1,941,200
MHP/140/24,"用於先进光伏电池微区高分辨探测的固态离子热/力传感器系统集成及实证研究","香港科技大学",HK$ 1,347,800
MRP/040/21X,"环保型稳定高性能钙鈦矿太阳能电池的开发","香港城市大学",HK$ 7,861,400
PiH/068/18,"高能效空调和洁净室内空气的先进热纳米技术(TNT)集成系统: 第一部分 - 能源效益","香港城市大学",HK$ 698,558.05
PiH/175/18,"高能效空调和洁净室内空气的先进热纳米技术(TNT)集成系统: 第一部分 - 能源效益","香港城市大学",HK$ 402,000
PiH/029/20,"高能效空调和洁净室内空气的先进热纳米技术(TNT)集成系统: 第一部分 - 能源效益","香港城市大学",HK$ 234,500
PRP/003/19NI,"无隔膜安全电池技术","纳米及先进材料研发院有限公司",HK$ 2,592,750
PRP/014/19FX,"煤气管道的无损红外和超声波检测技术发展","香港理工大学",HK$ 999,850
PRP/044/19FX,"磁性纳米黏土/粉煤灰催化剂的改性及在废塑胶催化裂解制柴油中的应用研究","香港浸会大学",HK$ 1,498,050
PRP/067/19AI,"开发适用於电动叉车的高效率氢燃料电池混合动力系统","先进能源及智慧交通中心",HK$ 7,132,000
PRP/016/20FX,"开发超声波、真空及电磁搅拌辅助的高压多相结晶技术以生產高强度及轻量化的金属零部件","香港生產力促进局",HK$ 3,596,831.67
PRP/025/20NI,"用於建筑玻璃的防眩光高透低辐射涂层","纳米及先进材料研发院有限公司",HK$ 1,370,250
PRP/051/20FX,"报废电动车电池的高效回收与储能材料再生","职业训练局",HK$ 1,731,527.1
PRP/085/20AI,"开发应用於汽车电源系统的主动式电磁干扰滤波器","先进能源及智慧交通中心",HK$ 794,180
PRP/033/21NI,"高性能鋰-亚硫酰氯一次电池","纳米及先进材料研发院有限公司",HK$ 1,127,000
PRP/040/21FX,"基於深度学习的数据驱动智能暖通空调控制系统","香港中文大学",HK$ 767,896.07
PRP/055/21FX,"基於电池正极使用的柔性玻璃纤维集流体的开发研究","香港理工大学",HK$ 1,462,846
PRP/074/21FX,"开发适用於各种应用的多功能室外空气对水大型收集器","香港城市大学",HK$ 626,519.4
PRP/061/22FX,"开发具有高性能和长寿命电池组的空气动力学电动自行车","香港城市大学",HK$ 1,534,999.5
PRP/074/22NI,"用於空气调节系统的节能纳米液体的开发","纳米及先进材料研发院有限公司",HK$ 1,950,200
PRP/077/22FX,"绿色氢能离网能源-水力站（微电网）","香港城市大学",HK$ 5,999,790
PRP/033/23FX,"面向风电叶片维护的智能监测诊断系统","香港中文大学",HK$ 1,178,341.1
PRP/039/24FX,"使用低电压电源管理系统的电动车智慧自适应电源充电系统","香港科技大学",HK$ 1,199,475
PRP/068/24FX,"基於刻意腐蚀辅助合成镍铁阳极催化剂的大规模AEM水电解槽开发","香港城市大学",HK$ 1,290,299.99
PRP/083/24FX,"复杂流动和网格的高效高精度数值仿真技术","香港科技大学",HK$ 721,050
PRP/009/25LI,"能量收集 IC 设计适用於遥控应用","物流及供应链多元技术研发中心",HK$ 1,494,600
PRP/016/25AI,"开发配备数据驱动能源管理系统的储能式增强型超级充电器","先进能源及智慧交通中心",HK$ 3,980,000
PRP/026/25FX,"应用於海洋工程的三维可压缩多相流动无网格数值模拟框架","香港科技大学",HK$ 874,000
RFS/004/20,"建立中央厨房的智能食品加工生產线（第一阶段）","厨房壹号有限公司",HK$ 770,000
RFS/008/20,"香港啤酒公司智能自动化生產线","香港啤酒有限公司",HK$ 2,674,063
RFS/029/24,"建立一条智能预製食品汤包生產线","进浩食品有限公司",HK$ 1,913,000
S/E043/15,"可弯曲可拆卸电池手鐲","庄士创科实业有限公司",HK$ 1,059,000
S/E056/15,"使用脉衝激光退火发展成本竞争力150毫米SiC肖特基二极管的製造技术和產品","华智科技(国际)有限公司",HK$ 2,433,450
S/E026/16,"发展声波辅助高效率空气微粒子过滤网及空气净化器技术","绿源工程顾问有限公司",HK$ 982,500
S/E037/17,"研发一套低功率蓝牙兼容的室内空调综合 中介软体远端系统","威的科技有限公司",HK$ 723,643.19
S/E061/17,"微型化恒流调光模块（研制晶片及掩模）","得能光控有限公司",HK$ 1,202,625
S/E071/17,"基於TiO2的高透过率自清洁太阳能电池减反射膜","新盈环保科技有限公司",HK$ 1,517,600
S/E065/19,"小型风洞测试系统","研发有限公司",HK$ 1,313,716
S/E010/21,"Haz360 -建基於SaaS的健康、安全及环保（HSE）及过程危害分析（PHA）软件","IRESC Hong Kong Limited",HK$ 1,773,940.9
S/E023/21,"透过需求管理和恆温控制优化能源","Energybox Limited",HK$ 2,247,050
STC/002/20,"试用： 用於公共交通交匯处使用绿色生產可环保回收鋰离子电池的不间断电源系统","坚能创智有限公司",HK$ 573,634
TSSSU/CityU/15/04,"-","积奇仪器有限公司",HK$ 1,786,986
TSSSU/CityU/19/02,"-","大锌能源有限公司",HK$ 2,190,000
TSSSU/CityU/22/05,"-","创冷科技有限公司",HK$ 1,615,000
TSSSU/CityU/23/04,"-","香港超碳纳米科技有限公司",HK$ 1,466,000
TSSSU/CityU/23/10,"-","愿景碳有限公司",HK$ 666,000
TSSSU/CityU/24/01,"-","催化科技有限公司",HK$ 800,000
TSSSU/CityU/25/05,"-","依时光学有限公司",HK$ 888,888
TSSSU/CUHK/20/08,"-","朗思科技有限公司",HK$ 1,350,000
TSSSU/CUHK/21/05,"-","易池新能有限公司",HK$ 2,350,000
TSSSU/CUHK/24/14,"-","织鋰新能源有限公司",HK$ 1,500,000
TSSSU/CUHK/25/02,"-","先碳科技有限公司",HK$ 400,000
TSSSU/CUHK/25/09,"-","港能中科有限公司",HK$ 400,000
TSSSU/CUHK/25/14,"-","松河科技有限公司",HK$ 400,000
TSSSU/HKBU/25/01,"-","生氢科技有限公司",HK$ 700,000
TSSSU/HKBU/25/08,"-","Climind Limited",HK$ 1,230,770
TSSSU/HKU/16/08,"-","杰峰导电膜技术有限公司",HK$ 250,000
TSSSU/HKU/18/04,"-","海柏斯股份有限公司",HK$ 1,695,000
TSSSU/HKU/21/06,"-","瞻越科技有限公司",HK$ 600,000
TSSSU/HKU/23/01,"-","金属动力电池有限公司",HK$ 700,000
TSSSU/HKUST/15/04,"-","扬帆科技有限公司",HK$ 200,000
TSSSU/HKUST/16/03,"-","綫易科技有限公司",HK$ 900,000
TSSSU/HKUST/17/08,"-","科日发展有限公司",HK$ 300,000
TSSSU/HKUST/19/05,"-","eFlexPV Limited",HK$ 1,200,000
TSSSU/HKUST/20/04,"-","iPV Limited",HK$ 950,000
TSSSU/HKUST/21/08,"-","Intensel Limited",HK$ 300,000
TSSSU/HKUST/22/08,"-","诺体科技有限公司",HK$ 750,000
TSSSU/HKUST/23/02,"-","Alpha Energy IoT Limited",HK$ 100,000
TSSSU/HKUST/24/12,"-","万耀鑫光科技有限公司",HK$ 529,166
TSSSU/HKUST/24/14,"-","星睿云智科技有限公司",HK$ 1,083,237
TSSSU/HKUST/24/15,"-","思谱科技有限公司",HK$ 546,875
TSSSU/HKUST/25/11,"-","莱顿能源国际有限公司",HK$ 300,000
TSSSU/HKUST/25/17,"-","智冷星创新科技有限公司",HK$ 686,362
TSSSU/HKUST/25/19,"-","香港澳力信科技有限公司",HK$ 686,362
TSSSU/PolyU/21/01,"-","安柏斯能源科技有限公司",HK$ 1,050,000
TSSSU/PolyU/21/05,"-","RC Labs Limited",HK$ 1,820,000
TSSSU/PolyU/23/04,"-","艾力飞科技(香港)有限公司",HK$ 500,000
TSSSU/PolyU/23/06,"-","香港星空绿能有限公司",HK$ 500,000
TSSSU/PolyU/23/13,"-","塞丰科技有限公司",HK$ 1,000,000
TSSSU/PolyU/24/11,"-","Project EVE Limited",HK$ 500,000
TSSSU/PolyU/25/09,"-","创新能源科技有限公司",HK$ 500,000
TSSSU/PolyU/25/17,"-","復创智能有限公司",HK$ 1,000,000
TVP/0321/17,"於办公室建立ISO 50001能源管理系统并提升传统灯具及冷气装置至智能能源控制系统","绿源工程顾问有限公司",HK$ 72,000
TVP/0097/20,"智能会所管理系统","INDIAN RECREATION CLUB",HK$ 199,636.66
TVP/1283/20,"太阳能系统能源监控及管理系统","佳安合同能源管理有限公司",HK$ 223,500
TVP/1825/20,"企业资源管理系统","能源管理有限公司",HK$ 225,000
TVP/2543/20,"移民服务企业资源规划方案","保得信有限公司",HK$ 215,625
TVP/3737/20,"人工智能灌溉系统","华丽营造有限公司",HK$ 193,266
TVP/5104/20,"国际半永久化妆美容协会网上商店系统开发","国际半永久化妆美容协会有限公司",HK$ 84,375
TVP/5137/20,"物流管理系统","极速快运物流(香港)有限公司",HK$ 180,375
TVP/5396/20,"开发网站及网上商店","王子科技(香港)有限公司",HK$ 57,321.87
TVP/6031/20,"建立具有预约和支付功能的手机应用程式","艾斯赫咨询有限公司",HK$ 173,690.62
TVP/0159/21,"智能物联网能源管理系统","城智能源有限公司",HK$ 36,150
TVP/0275/21,"建立销售点管理系统、车队管理系统及设有网上商店及会员管理模组的手机应用程式","完美健身公司",HK$ 196,875
TVP/0406/21,"创意念企业资源规划系统","创意念有限公司",HK$ 152,250
TVP/0463/21,"强化企业资源规划系统及开发二维码扫瞄手机应用程式","宏力建材有限公司",HK$ 217,781.25
TVP/0624/21,"企业资源规划系统","怡信管理",HK$ 77,250
TVP/1776/21,"建立设有标準检测功能的能源管理系统","新卓管理有限公司",HK$ 357,750
TVP/2169/21,"建立盘管选择方案以提高热泵的性能","恒泽节能有限公司",HK$ 128,561.4
TVP/3245/21,"智能路灯管理系统","雅加科技有限公司",HK$ 206,250
TVP/4143/21,"斗井企业资源规划系统开发","斗井（香港）有限公司",HK$ 253,125
TVP/0330/22,"餐厅管理系统","新光烧味(黄埔)有限公司",HK$ 123,750
TVP/1157/22,"建立销售点管理系统和电子商务网站","閒小舖",HK$ 140,625
TVP/11616/22,"建立网版企业资源规划系统","Forever Young",HK$ 190,312.5
TVP/12886/22,"具有库存管理、採购管理和样品製造管理模块的企业资源规划系统","金谷科技（远东）有限公司",HK$ 180,375
TVP/4503/22,"建立网上商店、企业资源规划系统、预约系统及手机应用程式","天然服饰内衣库",HK$ 178,125
TVP/6697/22,"客户关係和潜在客户管理系统","MW Studio Group",HK$ 152,137.5
TVP/7223/22,"建立设有网上商店的网站及手机应用程式","苏迪曼球拍运动专门店",HK$ 203,250
TVP/8559/22,"物联网电力管理系统","展翔装饰公司",HK$ 165,937.5
TVP/01052/23,"建立企业资源规划系统及手机应用程式","全一有限公司",HK$ 234,525
TVP/01570/23,"升级审计系统","陈志良执业会计师",HK$ 22,500
TVP/05810/23,"建立网上商店及优化企业资源规划系统","能源管理有限公司",HK$ 187,500
TVP/09478/23,"开发企业资源规划系统","朗骏工程有限公司",HK$ 197,250
TVP/10446/23,"开发企业资源规划系统","朝跃服务有限公司",HK$ 203,400
TVP/12107/23,"网版能源监控系统开发","盈达国际物流(香港)有限公司",HK$ 270,675
TVP/15468/23,"能源装备公司工单及仓库管理系统开发","AMPD Energy Limited",HK$ 161,625
TVP/01067/24,"开发电动车充电器系统化项目","凌创实业有限公司",HK$ 112,875
TVP/01144/24,"具有内容管理系统和电子商店的网站、客户关係管理、会计和文件管理系统的开发","棋哥烧鹅（筲箕湾）有限公司",HK$ 219,000
TVP/03117/24,"开发云端核数系统","黎耀华会计师事务所",HK$ 124,125
UIM/308,"研发新颖的垫片板式换热器","香港城市大学",HK$ 1,499,887
UIM/309,"基於深度学习的能源相关金融產品交易系统","香港浸会大学",HK$ 1,039,186
UIM/333,"新型溶剂生物炼製技术以提取木材废物中的木质素及製成生物燃料","香港理工大学",HK$ 999,998
UIM/369,"半固态电解质鋰离子电池的开发","香港科技大学",HK$ 2,407,864
UIT/130,"具有智能监控及控制系统的太阳能路灯应对未来的智能电网","香港理工大学",HK$ 172,200
UIT/139,"用於建筑上基於銫钨青铜的新型高分散自修復透明隔热涂料的研究","香港理工大学",HK$ 225,000